URL,Lable
http://tarapropertiesllc.com/jumbo/LoginVerification.php...,1
http://taylortea.com/wp-content/plugins/akismet/cehe/details.php?LOB=R...,1
http://hiroba.dqx.jp.isrel.usa.cc/account/app/svc/login.html...,1
http://resumeresources.ca/,0
http://camec.ru/wp-content/googledocs,1
http://notification-account.com.smk-diponegoro.sch.id/...,1
http://www.roadrunners.pl/media/auth/df8207c6ca6b56bf1722993f66864b08/...,1
http://customprint.in/catalog/language/spanish/module/sign.htm...,1
http://www.numbertheory.org/ntw/,0
http://www.dlcomp.com/images/Fine/DpBoxtbtrich/dropbox/index.php...,1
http://www.balicrafters.com/,0
http://www.van-sant.si/components/com_akeeba/controllers/drive/auth/vi...,1
http://www.plantaoservopa.com.br/lavisa/paypal2016/accounts/52e2a76cee...,1
http://integratedhost.com/update/gmail/login.php?l=_JeHFUq_VJOXK0QWHto...,1
http://www.rockdaledrivingschool.com.au/BOA/Signin.htm...,1
http://www.ametsoc.org/pubs/books/index.html,0
http://hymesh.net/listfinancial/,1
http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,1
http://bmwusfactory.com/,0
http://gosgmart.com/image/catalog/demo/product/-/direction-general/red...,1
http://www.xbridge.com/,0
http://adviseproltd.com/Include/gdoc/a4d8dc05d67daa5ab800cf95b711d0cb...,1
http://agricole-service.fr/particuliers/security/g2e36g_information/up...,1
http://www.picture-disc.co.uk/,0
http://cutsnakecatering.com/oh/,1
http://bmorrison.hickoryground.com.inews.report/ni/e4bea1e585910da8f8f...,1
http://empiredesigns.ph/wp-includes/js/jcrop/aol/index.htm...,1
http://www.puddinhill.com/,0
http://secure.square.loginzdqx.usa.cc/,1
http://www.bimbobakeriesusa.com/,0
http://www.mamaefotografaexpert.com/~fezna329/seguroautoBB/login.do256...,1
http://www.bluedogzdesign.com/,0
http://www.genoptim.narod.ru/ENG/,0
http://www.cityofdreams.com.ua/tmp/pa/8ar0rvpnelq9m6mfk5nhdcoxyg8a5hzb...,1
http://www.physicspost.com/,0
http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/norm...,1
http://smp2wonosari.sch.id/elearning/ch/,1
http://web.kiaanevents.com/pagedoc/fea2120b4a8d260c09aefc63bf36941d...,1
https://www.googlemerchandisestore.com/,0
http://koausa.org/Proverbs/proverbs.html,0
http://hiroba.dqx.jp.zicrl.usa.cc/,1
http://web.kiaanevents.com/pagedoc/f69c6e98fb234fcaa7a139de2d3e9352...,1
http://www.syvum.com/kmsl1/,0
http://www.ouidad.com/,0
http://plato.stanford.edu/entries/sovereignty/,0
http://www.farleaves.com/,0
http://paypal.com-country-x.de/webapps/552199771/id/obj/proceed/form...,1
http://www.mathisfunforum.com/,0
http://spacebuilders-lb.com/baddo/G.Docs/index.php...,1
http://www.netmedicos.com/,0
http://bookkeepers.directory/mama/mama/0af42c585cba168c6ca0b08403443d2...,1
http://anwia.pl/aol/index.htm,1
http://www.tablettamiriizmir.com/us/LOGlNlD/Iogon/nav/auto_auth/lNT/si...,1
http://www.domyresume.com/,0
http://evangelistaadvogados.com.br/newdrop/deiswe/...,1
http://www.softwareburner.de/softwareburner.htm,0
http://ganiinc.co.za/abdominsubommc/drop/wdd/date/...,1
http://www.fftw.org/,0
http://www.whispersinthecorridors.com/,0
http://kenderaztato.hu/wp-content/plugins/wp/olbtxz-Authentication-Sig...,1
http://ns4.pvtns.com/nama/dropbox/,1
http://www.gyrogeo.com/n4,1
http://killerbeans.com/,0
http://www.mitek.co.zw/libraries/course/mycours.htm...,1
http://www.bobbymooreonline.co.uk/,0
http://cmfri.org.in/invitation/excel/excel.php?rand=13inboxlightaspxn....,1
http://www.yarracoffee.com.au/,0
http://46.4.34.205/velo/tmp/v/,1
http://nooterconstruction.com/cr/Gdoccc/index.php...,1
http://www.cariboucoffee.com/,0
http://swarnajayanthiosa.lk/kl/dpbx/dpbx,1
http://mu5436y.at.ua/incorrect_email.html,1
http://www.whiterose.co.th/,0
http://mytpu.com.au/js/lib/gkmjg.php,1
http://e-drexler.com/p/idx04/00/0404drexlerBioCV.html,0
http://pivnet.dlr.de/,0
http://www.theatre-reviews.co.uk/,0
http://savingfaithchurch.org/wp-content/plugins/update/products/index....,1
http://www.facebooks.cloud/PayPlls.CEanada.tNZnZZlR3ZdyZZ-5RkZZDRTZZBy...,1
http://www.icloudbrasil.com/,1
http://www.concordiaexpeditions.com/luckypilot/,0
http://www.billposas.com/2016/document.php,1
http://www.jackstackbbq.com/,0
http://www.coffeefool.com/,0
http://appleid.apple.com-subscriptions.manager8040477235.bertovic.com....,1
http://www.madridismo.org/,0
http://www.cicr-icrc.ca/,0
http://news.bbc.co.uk/sport1/hi/football/teams/m/man_city/6241052.stm,0
http://10215648.2fh.co/Log.php,1
http://dekanas.eu/delivery/ussaa/www_usaa_come/inetlogon/servelet_usaa...,1
http://www.grc.nasa.gov/WWW/K-12/airplane/nseqs.html,0
http://www.broadwayworld.com/photogame.cfm,0
http://lakepineoral.com/junk/Account/update/documents/4c2374a223ff8bd4...,1
http://www.indiagazette.com/,0
http://www.surplusglobal.com/,0
http://chilipepperindian.com.au/log/index.htm,1
http://polaresoficial.com.br/site/wp-content/languages/themes/Zone1/...,1
http://www.bayanone.net/aa/22/33/44/,1
http://tea-room.stores.yahoo.net/,0
http://www.gamemalamall.com/zzzdpcm/adobe,1
http://phalconwellness.com/2/online.wellsfargo.secure.userrstore894398...,1
http://www.teutoburgo.tk/java/otp4u.html,0
http://www.realcoffee.co.uk/,0
http://spiritualbeatz.com/wp-includes/pomo/page/...,1
http://librarylions.com/aall/aall/X1z0,1
http://www.americanlibraryinparis.org/,0
http://www.searchenginesindex.com/,0
http://www.hailcotton.com/,0
http://www.scholarshipsinindia.com/,0
http://www.portwine.com/,0
http://www.teteas.com/,0
http://blocking5472.at.ua/invalid.html,1
http://www.buztronics.com/,0
http://www.emalbosaat.com/system/logs/aol/,1
http://www.nlm.nih.gov/,0
http://forest-camp.ru/wp-admin/network/uxc/Auto/newpage/index.php?;ema...,1
http://handasapc.com/htd12.html,1
http://www.russellstover.com/,0
http://bearo.rareneos.com/poski/,1
http://www.harry-b.de/dokuwiki/doku.php?id=harry:cpm,0
http://www.emis.de/projects/JFM/,0
http://diarplast.com.ar/assets/frontend/onepage/img/nD/index.php...,1
http://www.ournepal.info/joomla/includes/Archive/NATWEST/submit2.php...,1
http://www.ibm.com/software/awdtools/hlasm/,0
http://www.forbes.com/private500/,0
http://jhs82.com/images/dropbox,1
http://www.ipcs.org/,0
http://www.bloomsbythebox.com/,0
http://www.flyingbean.com/,0
http://www.ladyprimrose.com/,0
http://random.finemedia.com.hk/,1
http://fhdk.simply-winspace.it/postal/fr/manage.compte/...,1
http://www.property-dealer.com/,0
http://www.seagullcooling.com/,0
http://www.solopublications.com/journal.htm,0
http://betsyvintage.com/,0
http://www.earththerapeutics.com/,0
http://nankanasahibsrsecschoolbudhewal.com/admin1/images/m2uSession/m2...,1
http://en.wikipedia.org/wiki/Google,0
http://www.cis.upenn.edu/~giorgi/cl.html,0
http://batesrealty.ca/logs.inf,1
http://www.barcaforum.com/,0
http://www.saab.com/,0
http://www.irastrum.com/wp-admin/mail.yahoo.com/...,1
http://www.alhansen.com/,0
http://realmadridzone.blogspot.com/,0
http://lcham.co.uk/rss.php,1
http://therepublikofmancunia.com/,0
http://www.rbsmentor.co.uk/,0
http://qualyprintbh.com.br/formulario/,1
http://chase-update.square7.ch/jxh,1
http://shape-love.org/azziu/line/verify.html,1
http://www.natmuseum.org.cy/,0
http://slavkomrdalj.com/images/dallas/,1
http://sardariqbalco.com/mail/,1
http://www.farago.info/job/thermoacoustics.html,0
http://www.plantaoservopa.com.br/lavisa/paypal2016/accounts/52e2a76cee...,1
http://cfandfibroliving.com/wp-content/plugins/s/index.php?wps=W9mKPl0...,1
http://www.choiceorganicteas.com/,0
http://www.dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%...,1
http://www.biernot-clan.de/joomla/cache/dan/,1
http://www.palmohan.com/,0
http://www.chainpurr.com/,0
http://www.wineglobe.com/,0
